Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
71,KSC,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,"Success
",,Success,4 June 2018,04:45
72,VAFB,SES-11,"5,200 kg",GTO,SES S.A.,"Success
",,Success,29 June 2018,09:42
73,KSC,Koreasat 5A,"3,500 kg",Polar,KT Corporation,"Success
",,Success,22 July 2018,05:50
74,KSC,SpaceX CRS-13,"2,205 kg",LEO,NASA,"Success
",,Success,25 July 2018,11:39
75,Cape Canaveral,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,Success,,Controlled,7 August 2018,05:18
76,VAFB,Zuma,C,GTO,Northrop Grumman,Success,,Success,10 September 2018,04:45
77,CCAFS,GovSat-1,"4,230 kg",LEO,SES,Success,,Controlled,8 October 2018,02:22
78,CCAFS,Paz,"2,150 kg",GTO,Hisdesat,Success,,No attempt,15 November 2018,20:46
79,VAFB,Hispasat 30W-6,"6,092 kg",LEO,Hispasat,Success,,No attempt,3 December 2018,18:34:05
80,CCAFS,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,Success,,No attempt,5 December 2018,18:16
81,VAFB,SpaceX CRS-14,"2,647 kg",LEO,NASA,Success,,No attempt,23 December 2018,13:51
82,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,GTO,NASA,Success,,Success,11 January 2019,15:31
83,CCAFS,Bangabandhu-1,"3,600 kg",LEO,Thales-Alenia,Success,,Success,22 February 2019,01:45
84,KSC,Iridium NEXT,"6,460 kg",SSO,Iridium Communications,Success,,No attempt,2 March 2019,07:49
85,VAFB,SES-12,"5,384 kg",LEO,SES,Success,,No attempt,4 May 2019,06:48
86,CCAFS,SpaceX CRS-15,"2,697 kg",Polar,NASA,Success,,No attempt,24 May 2019,02:30
87,CCAFS,Telstar 19V,"7,075 kg",GTO,Telesat,Success,,Success,12 June 2019,14:17
88,CCAFS,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,Success,,Success,25 July 2019,22:01
89,VAFB,Merah Putih,"5,800 kg",LEO,Telkom Indonesia,Success,,Success,6 August 2019,23:23
90,CCAFS,Telstar 18V,"7,060 kg",Polar,Telesat,Success,,Success,11 November 2019,14:56
91,CCAFS,SAOCOM 1A,"3,000 kg",LEO,CONAE,Success,,Success,5 December 2019,17:29
92,VAFB,Es'hail 2,"5,300 kg",GTO,Es'hailSat,Success,,Success,17 December 2019,00:10
93,KSC,SSO-A,"~4,000 kg",SSO,Spaceflight Industries,Success,,Success,7 January 2020,02:19:21
94,VAFB,SpaceX CRS-16,"2,500 kg",GTO,NASA,"Success
",,Failure,19 January 2020,15:30
95,CCAFS,GPS III,"4,400 kg",Polar,USAF,Success,,No attempt,29 January 2020,14:07
96,CCAFS,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,"Success
",,Success,17 February 2020,15:05
97,VAFB,Nusantara Satu,"4,850 kg",HEO,PSN,"Success
",,Success,7 March 2020,04:50
98,CCAFS,Crew Dragon Demo-1,"12,055 kg",GTO,NASA,"Success
",,Success,18 March 2020,12:16
99,KSC,SpaceX CRS-17,"2,495 kg",Polar,NASA,"Success
",,Success,22 April 2020,19:30
100,CCAFS,Starlink,"13,620 kg",GTO,SpaceX,"Success
",,Success,30 May 2020,19:22
101,CCAFS,RADARSAT Constellation,"4,200 kg",LEO,Canadian Space Agency,"Success
",,Success,4 June 2020,01:25
102,VAFB,SpaceX CRS-18,"2,268 kg",GTO,NASA,"Success
",,Success,13 June 2020,09:21
103,CCAFS,AMOS-17,"6,500 kg",Polar,Spacecom,"Success
",,No attempt,30 June 2020,20:10:46
104,CCAFS,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,20 July 2020,21:30
105,CCAFS,SpaceX CRS-19,"2,617 kg",GTO,NASA,"Success
",,Success,7 August 2020,05:12
106,CCAFS,JCSat-18,"6,956 kg",SSO,Sky Perfect JSAT,"Success
",,Success,18 August 2020,14:31
107,CCAFS,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,30 August 2020,23:18
108,CCAFS,Crew Dragon in-flight abort test,"12,050 kg",SSO,NASA,"Success
",,"No attempt
",3 September 2020,12:46:14
109,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,6 October 2020,11:29:34
110,CCAFS,Starlink,"15,600 kg",MEO,SpaceX,"Success
",,Failure,18 October 2020,12:25:57
111,CCAFS,SpaceX CRS-20,"1,977 kg",Polar,NASA,"Success
",,Success,24 October 2020,15:31:34
112,CCAFS,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Failure,5 November 2020,23:24:23
113,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,16 November 2020,00:27
114,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,NASA,"Success
",,Success,21 November 2020,17:17:08
115,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,25 November 2020,02:13
116,CCAFS,Starlink,"15,410 kg",SSO,SpaceX,"Success
",,Success,6 December 2020,16:17:08
117,CCAFS,GPS III,"4,311 kg",LEO,U.S. Space Force,"Success
",,Success,13 December 2020,17:30:00
118,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,Republic of Korea Army,"Success
",,Success,19 December 2020,14:00:00
119,CCAFS,Starlink,"14,932 kg",LEO,SpaceX,"Success
",,Success,8 January 2021,02:15
120,KSC,Starlink,"~15,440 kg",LEO,SpaceX,"Success
",,Success,20 January 2021,13:02
121,CCAFS,SAOCOM 1B,"3,130 kg",GTO,CONAE,"Success
",,Success,24 January 2021,15:00
1,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,4 June 2010,06:19
2,KSC,Starlink,"15,600 kg",Sub-orbital,SpaceX,"Success
",,Success,8 December 2010,03:59:37
3,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,22 May 2012,08:24
4,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,8 October 2012,08:13:29
5,CCAFS,GPS III,"4,311 kg",LEO,USSF,"Success
",,Success,1 March 2013,10:01
6,CCAFS,Crew-1,"~12,500 kg",LEO,NASA,"Success
",,Success,29 September 2013,08:28
7,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,NASA,"Success
",,Success,3 December 2013,16:34
8,VAFB,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,6 January 2014,9:49
9,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,NASA,"Success
",,Success,18 April 2014,03:44
10,KSC,SXM-7,"7,000 kg",LEO,Sirius XM,"Success
",,Success,14 July 2014,19:01
11,CCSFS,NROL-108,C,MEO,NRO,"Success
",,Success,5 August 2014,06:42
12,KSC,Türksat 5A,"3,500 kg",GTO,Türksat,"Success
",,Success,7 September 2014,22:56
13,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,21 September 2014,18:59
14,KSC,Transporter-1,"~5,000 kg",LEO,Various,"Success
",,Success,10 January 2015,17:29
15,CCSFS,Starlink,"15,600 kg",SSO,SpaceX,"Success
",,Success,11 February 2015,04:26
16,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Failure,2 March 2015,18:45
17,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,14 April 2015,15:43
18,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,27 April 2015,07:44
19,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,28 June 2015,00:35
20,KSC,Starlink,"15,600 kg",MEO,SpaceX,"Success
",,Success,22 December 2015,15:10
21,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,17 January 2016,16:00
22,CCSFS,Crew-2,"~13,000 kg",LEO,NASA,"Success
",,Success,4 March 2016,22:41
23,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,8 April 2016,22:06
24,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,6 May 2016,19:25
25,KSC,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,27 May 2016,15:15
26,CCSFS,Starlink,"~14,000 kg",LEO,SpaceX,"Success
",,Success,15 June 2016,08:00
27,KSC,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,18 July 2016,05:00
28,CCSFS,SpaceX CRS-22,"3,328 kg",LEO,NASA,"Success
",,Success,14 August 2016,05:52
29,KSC,SXM-8,"7,000 kg",SSO,Sirius XM,"Success
",,Success,14 January 2017,09:47
30,CCSFS,Dragon Spacecraft Qualification Unit,0,LEO,SpaceX,"Success
",,Failure,19 February 2017,23:03
31,CCAFS,Dragon,0,LEO,NASA,Success,,Failure,16 March 2017,03:50
32,CCAFS,Dragon,525 kg,LEO,NASA,Success,,"No attempt
",30 March 2017,20:10
33,CCAFS,SpaceX CRS-1,"4,700 kg",LEO,NASA,"Success
",,No attempt,1 May 2017,23:03
34,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,NASA,"Success
",,"No attempt
",15 May 2017,14:21
35,CCAFS,CASSIOPE,500 kg,LEO,MDA,Success,,Uncontrolled,3 June 2017,01:29
36,VAFB,SES-8,"3,170 kg",LEO,SES,Success,,No attempt,23 June 2017,18:42
37,CCAFS,Thaicom 6,"3,325 kg",LEO,Thaicom,Success,,No attempt,25 June 2017,23:35
38,CCAFS,SpaceX CRS-3,"2,296 kg",LEO,NASA,"Success
",,Controlled,5 July 2017,20:43
39,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,Orbcomm,Success,,Controlled,14 August 2017,05:21
40,Cape Canaveral,AsiaSat 8,"4,535 kg",LEO,AsiaSat,Success,,No attempt,24 August 2017,21:39
41,Cape Canaveral,AsiaSat 6,"4,428 kg",LEO,AsiaSat,Success,,"No attempt
",7 September 2017,14:29
42,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,NASA,Success,,Uncontrolled,9 October 2017,04:45
43,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,NASA,Success,,Failure ,11 October 2017,05:26
44,Cape Canaveral,DSCOVR,570 kg,GTO,USAF,"Success
",,Controlled,30 October 2017,17:54
45,Cape Canaveral,ABS-3A,"4,159 kg",LEO,ABS,"Success
",,No attempt,15 December 2017,14:39
46,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,NASA,"Success
",,Failure,23 December 2017,06:00
47,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",LEO,,"Success
",,No attempt,8 January 2018,22:27
48,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,NASA,Failure,,Precluded,31 January 2018,11:15
49,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,Orbcomm,"Success
",,Success,22 February 2018,23:21
50,Cape Canaveral,Jason-3,553 kg,Polar orbit,NASA,"Success
",,Failure,6 March 2018,21:07
51,VAFB,SES-9,"5,271 kg",GTO,SES,"Success
",,Failure,30 March 2018,19:10
52,Cape Canaveral,SpaceX CRS-8,"3,136 kg",GTO,NASA,Success,,Success,2 April 2018,20:25
53,Cape Canaveral,JCSAT-14,"4,696 kg",LEO,SKY Perfect JSAT Group,"Success
",,Success,18 April 2018,23:38
54,Cape Canaveral,Thaicom 8,"3,100 kg",LEO,Thaicom,"Success
",,Success,11 May 2018,16:31
55,Cape Canaveral,ABS-2A,"3,600 kg",GTO,ABS,"Success
",,Failure,22 May 2018,18:51
56,Cape Canaveral,SpaceX CRS-9,"2,257 kg",GTO,NASA,"Success
",,Success,4 June 2018,14:00
57,Cape Canaveral,JCSAT-16,"4,600 kg",LEO,SKY Perfect JSAT Group,"Success
",,Success,29 June 2018,12:37
58,Cape Canaveral,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,"Success
",,Success,22 July 2018,22:53:00
59,VAFB,SpaceX CRS-10,"2,490 kg",HEO,NASA,"Success
",,Success,25 July 2018,19:34
60,KSC,EchoStar 23,"5,600 kg",GTO,EchoStar,"Success
",,No attempt,7 August 2018,15:36
61,KSC,SES-10,"5,300 kg",LEO,SES,Success,,Success,10 September 2018,01:27
62,KSC,NROL-76,C,GTO,NRO,"Success
",,Success,8 October 2018,01:00
63,KSC,Inmarsat-5 F4,"6,070 kg",LEO,Inmarsat,"Success
",,No attempt,15 November 2018,21:25
64,KSC,SpaceX CRS-11,"2,708 kg",LEO,NASA,"Success
",,Success,3 December 2018,14:17
65,KSC,BulgariaSat-1,"3,669 kg",LEO,Bulsatcom,"Success
",,Success,5 December 2018,05:33
66,KSC,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,"Success
",,Success,23 December 2018,14:14
67,VAFB,Intelsat 35e,"6,761 kg",LEO,Intelsat,"Success
",,No attempt,11 January 2019,20:30
68,KSC,SpaceX CRS-12,"3,310 kg",GTO,NASA,"Success
",,Success,22 February 2019,22:51
69,KSC,Formosat-5,475 kg,GTO,NSPO,"Success
",,Success,2 March 2019,20:14
70,VAFB,Boeing X-37B,"4,990 kg",GTO,USAF,"Success
",,Success,4 May 2019,19:47
71,KSC,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,"Success
",,Success,24 May 2019,04:45
72,VAFB,SES-11,"5,200 kg",GTO,SES S.A.,"Success
",,Success,12 June 2019,09:42
73,KSC,Koreasat 5A,"3,500 kg",Polar,KT Corporation,"Success
",,Success,25 July 2019,05:50
74,KSC,SpaceX CRS-13,"2,205 kg",LEO,NASA,"Success
",,Success,6 August 2019,11:39
75,Cape Canaveral,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,Success,,Controlled,11 November 2019,05:18
76,VAFB,Zuma,C,GTO,Northrop Grumman,Success,,Success,5 December 2019,04:45
77,CCAFS,GovSat-1,"4,230 kg",LEO,SES,Success,,Controlled,17 December 2019,02:22
78,CCAFS,Paz,"2,150 kg",GTO,Hisdesat,Success,,No attempt,7 January 2020,20:46
79,VAFB,Hispasat 30W-6,"6,092 kg",LEO,Hispasat,Success,,No attempt,19 January 2020,18:34:05
80,CCAFS,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,Success,,No attempt,29 January 2020,18:16
81,VAFB,SpaceX CRS-14,"2,647 kg",LEO,NASA,Success,,No attempt,17 February 2020,13:51
82,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,GTO,NASA,Success,,Success,7 March 2020,15:31
83,CCAFS,Bangabandhu-1,"3,600 kg",LEO,Thales-Alenia,Success,,Success,18 March 2020,01:45
84,KSC,Iridium NEXT,"6,460 kg",SSO,Iridium Communications,Success,,No attempt,22 April 2020,07:49
85,VAFB,SES-12,"5,384 kg",LEO,SES,Success,,No attempt,30 May 2020,06:48
86,CCAFS,SpaceX CRS-15,"2,697 kg",Polar,NASA,Success,,No attempt,4 June 2020,02:30
87,CCAFS,Telstar 19V,"7,075 kg",GTO,Telesat,Success,,Success,13 June 2020,14:17
88,CCAFS,Iridium NEXT,"9,600 kg",GTO,Iridium Communications,Success,,Success,30 June 2020,22:01
89,VAFB,Merah Putih,"5,800 kg",LEO,Telkom Indonesia,Success,,Success,20 July 2020,23:23
90,CCAFS,Telstar 18V,"7,060 kg",Polar,Telesat,Success,,Success,7 August 2020,14:56
91,CCAFS,SAOCOM 1A,"3,000 kg",LEO,CONAE,Success,,Success,18 August 2020,17:29
92,VAFB,Es'hail 2,"5,300 kg",GTO,Es'hailSat,Success,,Success,30 August 2020,00:10
93,KSC,SSO-A,"~4,000 kg",SSO,Spaceflight Industries,Success,,Success,3 September 2020,02:19:21
94,VAFB,SpaceX CRS-16,"2,500 kg",GTO,NASA,"Success
",,Failure,6 October 2020,15:30
95,CCAFS,GPS III,"4,400 kg",Polar,USAF,Success,,No attempt,18 October 2020,14:07
96,CCAFS,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,"Success
",,Success,24 October 2020,15:05
97,VAFB,Nusantara Satu,"4,850 kg",HEO,PSN,"Success
",,Success,5 November 2020,04:50
98,CCAFS,Crew Dragon Demo-1,"12,055 kg",GTO,NASA,"Success
",,Success,16 November 2020,12:16
99,KSC,SpaceX CRS-17,"2,495 kg",Polar,NASA,"Success
",,Success,21 November 2020,19:30
100,CCAFS,Starlink,"13,620 kg",GTO,SpaceX,"Success
",,Success,25 November 2020,19:22
101,CCAFS,RADARSAT Constellation,"4,200 kg",LEO,Canadian Space Agency,"Success
",,Success,6 December 2020,01:25
102,VAFB,SpaceX CRS-18,"2,268 kg",GTO,NASA,"Success
",,Success,13 December 2020,09:21
103,CCAFS,AMOS-17,"6,500 kg",Polar,Spacecom,"Success
",,No attempt,19 December 2020,20:10:46
104,CCAFS,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,8 January 2021,21:30
105,CCAFS,SpaceX CRS-19,"2,617 kg",GTO,NASA,"Success
",,Success,20 January 2021,05:12
106,CCAFS,JCSat-18,"6,956 kg",SSO,Sky Perfect JSAT,"Success
",,Success,24 January 2021,14:31
1,CCAFS,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,4 February 2021,23:18
2,CCAFS,Crew Dragon in-flight abort test,"12,050 kg",SSO,NASA,"Success
",,"No attempt
",16 February 2021,12:46:14
3,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,4 March 2021,11:29:34
4,CCAFS,Starlink,"15,600 kg",MEO,SpaceX,"Success
",,Failure,11 March 2021,12:25:57
5,CCAFS,SpaceX CRS-20,"1,977 kg",Polar,NASA,"Success
",,Success,14 March 2021,15:31:34
6,CCAFS,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Failure,24 March 2021,23:24:23
7,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,7 April 2021,00:27
8,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,NASA,"Success
",,Success,23 April 2021,17:17:08
9,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,29 April 2021,02:13
10,CCAFS,Starlink,"15,410 kg",SSO,SpaceX,"Success
",,Success,4 May 2021,16:17:08
11,CCAFS,GPS III,"4,311 kg",LEO,U.S. Space Force,"Success
",,Success,9 May 2021,17:30:00
12,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,Republic of Korea Army,"Success
",,Success,15 May 2021,14:00:00
13,CCAFS,Starlink,"14,932 kg",LEO,SpaceX,"Success
",,Success,26 May 2021,02:15
14,KSC,Starlink,"~15,440 kg",LEO,SpaceX,"Success
",,Success,3 June 2021,13:02
15,CCAFS,SAOCOM 1B,"3,130 kg",GTO,CONAE,"Success
",,Success,6 June 2021,15:00
16,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,4 June 2010,06:19
17,KSC,Starlink,"15,600 kg",Sub-orbital,SpaceX,"Success
",,Success,8 December 2010,03:59:37
18,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,22 May 2012,08:24
19,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,8 October 2012,08:13:29
20,CCAFS,GPS III,"4,311 kg",LEO,USSF,"Success
",,Success,1 March 2013,10:01
21,CCAFS,Crew-1,"~12,500 kg",LEO,NASA,"Success
",,Success,29 September 2013,08:28
22,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,NASA,"Success
",,Success,3 December 2013,16:34
23,VAFB,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,6 January 2014,9:49
24,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,NASA,"Success
",,Success,18 April 2014,03:44
25,KSC,SXM-7,"7,000 kg",LEO,Sirius XM,"Success
",,Success,14 July 2014,19:01
26,CCSFS,NROL-108,C,MEO,NRO,"Success
",,Success,5 August 2014,06:42
27,KSC,Türksat 5A,"3,500 kg",GTO,Türksat,"Success
",,Success,7 September 2014,22:56
28,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,21 September 2014,18:59
29,KSC,Transporter-1,"~5,000 kg",LEO,Various,"Success
",,Success,10 January 2015,17:29
30,CCSFS,Starlink,"15,600 kg",SSO,SpaceX,"Success
",,Success,11 February 2015,04:26
31,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Failure,2 March 2015,18:45
32,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,14 April 2015,15:43
33,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,27 April 2015,07:44
34,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,28 June 2015,00:35
35,KSC,Starlink,"15,600 kg",MEO,SpaceX,"Success
",,Success,22 December 2015,15:10
36,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,17 January 2016,16:00
37,CCSFS,Crew-2,"~13,000 kg",LEO,NASA,"Success
",,Success,4 March 2016,22:41
38,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,8 April 2016,22:06
39,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,Success,6 May 2016,19:25
40,KSC,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,27 May 2016,15:15
41,CCSFS,Starlink,"~14,000 kg",LEO,SpaceX,"Success
",,Success,15 June 2016,08:00
42,KSC,Starlink,"15,600 kg",GTO,SpaceX,"Success
",,Success,18 July 2016,05:00
43,CCSFS,SpaceX CRS-22,"3,328 kg",LEO,NASA,"Success
",,Success,14 August 2016,05:52
44,KSC,SXM-8,"7,000 kg",SSO,Sirius XM,"Success
",,Success,14 January 2017,09:47
45,CCSFS,Dragon Spacecraft Qualification Unit,0,LEO,,,,,19 February 2017,23:03
46,CCAFS,Dragon,0,LEO,,,,,16 March 2017,03:50
47,CCAFS,Dragon,525 kg,LEO,,,,,30 March 2017,20:10
48,CCAFS,SpaceX CRS-1,"4,700 kg",LEO,,,,,1 May 2017,23:03
49,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,,,,,15 May 2017,14:21
50,CCAFS,CASSIOPE,500 kg,LEO,,,,,3 June 2017,01:29
51,VAFB,SES-8,"3,170 kg",LEO,,,,,23 June 2017,18:42
52,CCAFS,Thaicom 6,"3,325 kg",LEO,,,,,25 June 2017,23:35
53,CCAFS,SpaceX CRS-3,"2,296 kg",LEO,,,,,5 July 2017,20:43
54,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,,,,,14 August 2017,05:21
55,Cape Canaveral,AsiaSat 8,"4,535 kg",LEO,,,,,24 August 2017,21:39
56,Cape Canaveral,AsiaSat 6,"4,428 kg",LEO,,,,,7 September 2017,14:29
57,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,,,,,9 October 2017,04:45
58,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,,,,,11 October 2017,05:26
59,Cape Canaveral,DSCOVR,570 kg,GTO,,,,,30 October 2017,17:54
60,Cape Canaveral,ABS-3A,"4,159 kg",,,,,,15 December 2017,14:39
61,Cape Canaveral,SpaceX CRS-6,"1,898 kg",,,,,,23 December 2017,06:00
62,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",,,,,,8 January 2018,22:27
63,Cape Canaveral,SpaceX CRS-7,"1,952 kg",,,,,,31 January 2018,11:15
64,Cape Canaveral,Orbcomm-OG2,"2,034 kg",,,,,,22 February 2018,23:21
65,Cape Canaveral,Jason-3,553 kg,,,,,,6 March 2018,21:07
66,VAFB,SES-9,"5,271 kg",,,,,,30 March 2018,19:10
67,Cape Canaveral,SpaceX CRS-8,"3,136 kg",,,,,,2 April 2018,20:25
68,Cape Canaveral,JCSAT-14,"4,696 kg",,,,,,18 April 2018,23:38
69,Cape Canaveral,Thaicom 8,"3,100 kg",,,,,,11 May 2018,16:31
70,Cape Canaveral,ABS-2A,"3,600 kg",,,,,,22 May 2018,18:51
71,Cape Canaveral,SpaceX CRS-9,"2,257 kg",,,,,,4 June 2018,14:00
72,Cape Canaveral,JCSAT-16,"4,600 kg",,,,,,29 June 2018,12:37
73,Cape Canaveral,Iridium NEXT,"9,600 kg",,,,,,22 July 2018,22:53:00
74,VAFB,SpaceX CRS-10,"2,490 kg",,,,,,25 July 2018,19:34
75,KSC,EchoStar 23,"5,600 kg",,,,,,7 August 2018,15:36
76,KSC,SES-10,"5,300 kg",,,,,,10 September 2018,01:27
77,KSC,NROL-76,C,,,,,,8 October 2018,01:00
78,KSC,Inmarsat-5 F4,"6,070 kg",,,,,,15 November 2018,21:25
79,KSC,SpaceX CRS-11,"2,708 kg",,,,,,3 December 2018,14:17
80,KSC,BulgariaSat-1,"3,669 kg",,,,,,5 December 2018,05:33
81,KSC,Iridium NEXT,"9,600 kg",,,,,,23 December 2018,14:14
82,VAFB,Intelsat 35e,"6,761 kg",,,,,,11 January 2019,20:30
83,KSC,SpaceX CRS-12,"3,310 kg",,,,,,22 February 2019,22:51
84,KSC,Formosat-5,475 kg,,,,,,2 March 2019,20:14
85,VAFB,Boeing X-37B,"4,990 kg",,,,,,4 May 2019,19:47
86,KSC,Iridium NEXT,"9,600 kg",,,,,,24 May 2019,04:45
87,VAFB,SES-11,"5,200 kg",,,,,,12 June 2019,09:42
88,KSC,Koreasat 5A,"3,500 kg",,,,,,25 July 2019,05:50
89,KSC,SpaceX CRS-13,"2,205 kg",,,,,,6 August 2019,11:39
90,Cape Canaveral,Iridium NEXT,"9,600 kg",,,,,,11 November 2019,05:18
91,VAFB,Zuma,C,,,,,,5 December 2019,04:45
92,CCAFS,GovSat-1,"4,230 kg",,,,,,17 December 2019,02:22
93,CCAFS,Paz,"2,150 kg",,,,,,7 January 2020,20:46
94,VAFB,Hispasat 30W-6,"6,092 kg",,,,,,19 January 2020,18:34:05
95,CCAFS,Iridium NEXT,"9,600 kg",,,,,,29 January 2020,18:16
96,VAFB,SpaceX CRS-14,"2,647 kg",,,,,,17 February 2020,13:51
97,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,,,,,,7 March 2020,15:31
98,CCAFS,Bangabandhu-1,"3,600 kg",,,,,,18 March 2020,01:45
99,KSC,Iridium NEXT,"6,460 kg",,,,,,22 April 2020,07:49
100,VAFB,SES-12,"5,384 kg",,,,,,30 May 2020,06:48
101,CCAFS,SpaceX CRS-15,"2,697 kg",,,,,,4 June 2020,02:30
102,CCAFS,Telstar 19V,"7,075 kg",,,,,,13 June 2020,14:17
103,CCAFS,Iridium NEXT,"9,600 kg",,,,,,30 June 2020,22:01
104,VAFB,Merah Putih,"5,800 kg",,,,,,20 July 2020,23:23
105,CCAFS,Telstar 18V,"7,060 kg",,,,,,7 August 2020,14:56
106,CCAFS,SAOCOM 1A,"3,000 kg",,,,,,18 August 2020,17:29
107,VAFB,Es'hail 2,"5,300 kg",,,,,,30 August 2020,00:10
108,KSC,SSO-A,"~4,000 kg",,,,,,3 September 2020,02:19:21
109,VAFB,SpaceX CRS-16,"2,500 kg",,,,,,6 October 2020,15:30
110,CCAFS,GPS III,"4,400 kg",,,,,,18 October 2020,14:07
111,CCAFS,Iridium NEXT,"9,600 kg",,,,,,24 October 2020,15:05
112,VAFB,Nusantara Satu,"4,850 kg",,,,,,5 November 2020,04:50
113,CCAFS,Crew Dragon Demo-1,"12,055 kg",,,,,,16 November 2020,12:16
114,KSC,SpaceX CRS-17,"2,495 kg",,,,,,21 November 2020,19:30
115,CCAFS,Starlink,"13,620 kg",,,,,,25 November 2020,19:22
116,CCAFS,RADARSAT Constellation,"4,200 kg",,,,,,6 December 2020,01:25
117,VAFB,SpaceX CRS-18,"2,268 kg",,,,,,13 December 2020,09:21
118,CCAFS,AMOS-17,"6,500 kg",,,,,,19 December 2020,20:10:46
119,CCAFS,Starlink,"15,600 kg",,,,,,8 January 2021,21:30
120,CCAFS,SpaceX CRS-19,"2,617 kg",,,,,,20 January 2021,05:12
